EUW1_7351462485,CLASSIC,30m 30s,False,Darius,7,3,4,mDGicWPKxts1dNDcDTLpIEVl8oC1j4xdBBFb2GQUAZzNs0KzdTRCGLZiyyAf-s-AJ9pdUibGkYn8RQ,00W6ruFPc9BwblM4eMdSfTPLJAGDSsrh2Vj20mRNeNxXNnva3I48lNXZhyk_gjkJEKFB_i7TG6s_1w,in2oWZSUnjN89rr3j8PGRF18UTxB-AO3VMrY-021fH8mgWjd8k2jsxj9aYV0Kz9adohMt_O3jzeG-w,9h5Yg3SXQ9M06Y0aihgeYwccSMbbnJy-GFKl2qwvBFi8R0Mw94sHI3QaEaNbnS8M6vbIbZ9AqfTr1g,lHngsaf55Vw0LpgeYX0xAJHOnlegVVHOQbISgKKVcmRCbp-qJERds8r_5P5FZHs4-bgjHrxTZAst6w,OnxkzkNbGGzbuuTggAZso-83IE-46NR7LyGENDwGGwukWei2yd61KrygHKQlwGd7s9qliZp6EjJvGA,uTfFB70xSxORcSgf3XQaju-5SDfifSbIOu74ISVyl0tF3dI4OWpPlb6ohndczbMvKSLQwSc-DYnMPQ,_BLcCr53NUrAUJ5ErTNEj9KPeJiGIjnMsR_kyEkKMsXE0lbD3qXWWqjTZ1bzUOLgDfWg3LeI-SxKAQ,GqNXOtHGl7jRCu0J2qDqg2TAs8wSebrMe-nztT96nVH8UrH-WBaaNHfetAD9KWnXGb_RNUiOMRxHDQ,gh939HFIS1NtGEIYNUcvt1mkniEX6P6lY6Zi3tG05Oli4MM9rHYTQA0TZhhVMo_apU9iWvtutVbNSQ
EUW1_7351436294,CLASSIC,2m 7s,True,Garen,0,0,0,mDGicWPKxts1dNDcDTLpIEVl8oC1j4xdBBFb2GQUAZzNs0KzdTRCGLZiyyAf-s-AJ9pdUibGkYn8RQ,hvZ-TEDKXpaxMKXXatMJLptH2WiqxXKTI3UDl4tesjagWOkTVDGrngelazk0FdJUxun9GH2iR8GfxA,8q73igNEvexCHnJ-CT23JMS3N8NWl00B50P7FOq2aErUJ4zxBWVHJzFf6ZrjwjTsNbpv9rF2jVrJrg,4B_HEQo4L6tqP8kqNJm7j4bhas5mz8lVZF5ehssZU8mKqpZRVtsro4OmRQAfZstY2idx4yGpkxLz5A,ZA4zGdEodiUD_u6btz71X8pkD0H9FecPmN17HgfUIpC8G5edt8A-LchlD6f6n5CD5Z0OKU8D3KGLcw,4gGjYWuClo_XgskaaOtyvQgTo6qOZFEU13pUs6H6S9qnvJVaa0z141yiP6AHSxYz53yHRp_eZqkgmg,_cih-W3SkjickFbJ6e_xdjBdRss94iApKqHc6E4maC2THWxk4TzLkjp_Ty7DIUM5Dq7zB1X8KhGAtQ,dzlZqVZ-eabqb9BAQFuWw26JBGzwo7dIVBE0_2WVdeAgmwMk5r1r9lG-HkYw0vTMD63HpaWLjOXO_g,EvdG9mvCDFtDbwFWskolzTnW9Fhexjnjp52AB8vNSryXM_P2x3nENzmdNiC4BiJTUWORkt-fE-gbLQ,DbX5qdpW9p9q-_C15PQC4dsCDz9p6apeObbiDBurx4oiJLu-FSlJLOUNZNieMURld56NzkgPS3P-lQ
EUW1_7351404275,CLASSIC,25m 22s,True,Darius,7,4,0,DsPCWtZ9tsL99jUJjs9Vu8pEGqKVGX6YneD5UVo0p5IftpcjGkzQhky8WO1fPXiVQ1tlMiiCe2ZaGQ,Moc8w2GLCyCoSh9-Q9EnCDvT-shJ0ftvpnBUuI4OfJEUMI4QM56zSV1T89HL1iy3czpoN72hujJ9LA,ywwEAKoz8BCykqa47frOjf0HA9C3EAovgZgjEaJ8wx1d77cxAP277IjbBMj9s2J27Wp1l1rQJ7h-oA,3WZ7LCyrbaAqzv-V9R6di64W6kYZKdAl1ti71SJi4Du6desQcoQixFYM6N001wE9tLzhvDvJiR_L3A,-vmsYdCPHH6JHhx1EWAI3dwq6agR-KQ0KnnHrJfNqtlhLihI90C2De8RzfBASLQBWqO5lAHgBWLQmQ,mDGicWPKxts1dNDcDTLpIEVl8oC1j4xdBBFb2GQUAZzNs0KzdTRCGLZiyyAf-s-AJ9pdUibGkYn8RQ,kyRpJn9d0QTiAcoGf8yY0FG2ygUEv2mrqal3erfyv1z9hkZM4NiX_vInnwAjWxne81RmMARVJhRK-w,wvttl0JyNMpoJG4ea_nyh3llhq6FtzjVZZtP_NZ3ye5A3I0ZqkiKiwL_fYNlkMsVyv1BSi_d4NJWkw,vUBz9Tm6fvB0Zx9-7zT0wsvMvoBB9A0p8qsxxewEaexMn7y_LC9fMuJVJxAwwPlv0xvJpDqKfj8_jA,slKWBxcl-nSrtNlkz5b_A9B_HUfKV2WsOpb2oggjBj21v5FJF-jvP3svFeaNWfJ_uENB02o1ztlqLA
EUW1_7351190467,CLASSIC,51m 50s,False,Lux,5,29,19,tioSXtyDydFXiZ00eqK1ohZeTPfr84rvIPiTEaSXUM4KB3rLE7Pp5-Twf4r6ZYoCiyIU7Y3rY1Vcvg,nCLqlWzMgEQ6u0dNCxTJccCIJmMEJKKzluNeN9qqw4XMkpbM_3sFHgIgo87KpEnlAZDcxafDiidBxA,mJTWLmtIxOhMzw20sP5MI_Coqq6DboKv0_DAZC460tJH46RS2Nx7WmxagLljxzPRqpIHbvwbjcBTLA,Rk7l-7fNgZ9C2EQHRBkrYP1e2c7-_NLggHQeiVTLvmxWnHecBDBOhcF6W3obJo5boXctERy2EEJo4A,mDGicWPKxts1dNDcDTLpIEVl8oC1j4xdBBFb2GQUAZzNs0KzdTRCGLZiyyAf-s-AJ9pdUibGkYn8RQ,CYr51SraB2K11HsWIUnQ9MASN7PvtiGm1luO4n4Ea_ch969URtNjltk-cxBI1NWQRq-KI3bSp28VYA,QWLukh9ES3sr8INdWByHGaJX6d4LvU-DEw_LDSfa6WMalvh8JGngh3sByehEw_N3spxrl4C1T4ZJPQ,ARR7cjyqm-WeD5szOdFXx-8PDp33aCmQfCRiwFsBf13k4IXmvmmHI1iDxkODtzDUF4S8umPX90pceQ,ZpZlBiV6aDpUIBoXE7hYGb5g1WeRFM0j8sLlEJ21K5FS3OZE6xA0PQtG3ryHB6gcvn_iBX3-P0Cmtg,HmuGtDhlTploQ5Q7tcrtnlsrs1zGkP6Yj_Izq6T81DzHQeGUljNaJvx0IAxIDXgHKKA8k0eKQxDzNA
EUW1_7351149798,CLASSIC,29m 29s,False,Darius,10,5,5,mDGicWPKxts1dNDcDTLpIEVl8oC1j4xdBBFb2GQUAZzNs0KzdTRCGLZiyyAf-s-AJ9pdUibGkYn8RQ,eB5u4aBuK_eP4P0PHebAQQ2PBKlJQMDY0QB1cRpdycNDIBqOuwOcNBsgn6FKShxn9jQD1T8oIPvL4g,_svm_VanHGYWbncVPKWYYjUEtyBBy6dI0EoAbybHOM7tR8z7dfiG1B6DpxaShUB3E82pbKV5tItXrw,3lNSUHfW54QyPe95N-XO03jntWdyOx4HwXi2qr14nJKMcuOiuKQ1wLFH4F-KgaxpDOZmnmvD2Lk5FA,7aWNBWkyeoJSr5FvzvTOsWrO60MoUjlWk2kJGXtdz2lktzCv9_973EYAf0aVuGFgoTCAGmjMS9IQXg,nMVphkEeQpb6tY4MSguY7YLuVUShde7JiHxifgtggOehTw7a5m72wm9rzlzUE--j563iOjyCEZHHPA,lh6diEwuehPJYh_5rMINb0ICHirp2Lsuuw1MdUilWsIsLRIH3wP7lUDBMrx17VMNLu1_BkWyUTkvWw,Xz2V_IXpN_BSnt7rmQgl-d-IqpgRW1JLqwQTpXqcxYDBzOtE7joFh0QUFb4behec8QrDClG4F6xQvQ,YW3RUAlb6SfQYrNvFa3bnc4gw9xuEc_Hi9C85WfNCJ2LklQYD5McBSuhx7Z41bbshFhiErqQPYWxSA,LdI5mOGGvcrGxbzg-GZmjLjmoCB5UGEkb8SepucbkgOJQ4BfxgE6xAa0GdszC2d4LolQSSbaHYTrig
EUW1_7351103988,CLASSIC,39m 18s,False,Darius,3,4,10,mDGicWPKxts1dNDcDTLpIEVl8oC1j4xdBBFb2GQUAZzNs0KzdTRCGLZiyyAf-s-AJ9pdUibGkYn8RQ,JGeuD9Rnjn1KiCOpecBBQWY0tNB6nEgdVnLTc--b8rW3HRQiCnchExH0FzoJUd7P-ZpvmMKJwfFRMQ,9Btdms0vQFlTHEucWaBorhf64hmrvpG6PlIH3N8euh0A4WBGwMKg7hLvTPQDmWzjhXM2BYAFXLc6hw,47iARTTdRb_6btXooyI1Hr5Kihm0aGFlqOWUxDD9c8W4pJpFXF1P30uIEbsM8jK5oppjqWoGCRTjDQ,_xU0fIlBGBUWuumoHTXhJmBPMhgaDNCykGv34gxNtgYgIdZWlCkw-8TW_QPjjsTJiYrPgggV_DM7hg,7f6Ex3uFsb8fpHcLfiJy8N2dTGS-Txr1EOD3eMq7a_7-NscZ2FTVUOXJt8J46J6KW4nfKw0EnKI2CA,Z9M4xQSm2VPiCQ2O-JEGhwbXkgZn4QYv-Y9z4WCi-yMOb3W5516HDMdlvAvEdq9RU6gJ86WwieRpVA,t-393IHD3xUL7y1aVo3vciIz65n87daz1RXiO4BS1j71RF2baDxpboTrvOADFQVj12JkSPD6p4v0tg,gAVOyt9aDJE4N2m_DJ-CrrFOJ3SaC-KX8vOtf8MqIDX3-9l1k0BU0H7RPyzO4uE6sUJemN7qCdXbug,G8QAhuUNOJuwX2zgStiu1xANB1hMsuEnLRsv2UIUUM7t2rFaT8JG7WzyOYT7O23VPA8gTgNWAx4WBA
EUW1_7351064429,CLASSIC,31m 52s,False,Darius,3,4,6,YFeMzg8OUrt4YB9D0sJL71Qxz0YofqtYPKHKhtD9Vuz8ol-J4LI4CXlFDZzxLd3I1hg8MvuK5ITHSQ,_JYkflMiji7FYxORhiutJDzn12VTl8BF8DaF2olSlHz_o2Imy1P_mLC1T09UDqnvSFx-z3xcH04uMA,oys0R3dlCstiRZfbahA593vtQVN0XIlQEXrF7hWSn3NfOG-xFez-zUI3-KvAftD_iM22s2p8_LcWTw,b7A24MnOcnY1lLFQ--YQXT4fpP5W6ZXG08cNwfqWbNB0PWn_HCg1Tk_ctEHY64rl4KMEzdMmFbQYjw,VR_-iA6uIkSthQmW-Gxt-QpS5b63TuCLnVUVSCkCrnQrU1UE8mmM6W1KQ6jlECOyB98PDPYKgiZqbw,mDGicWPKxts1dNDcDTLpIEVl8oC1j4xdBBFb2GQUAZzNs0KzdTRCGLZiyyAf-s-AJ9pdUibGkYn8RQ,O9njFZPvR6sIhKdhPDiU4DIwuEgeKLhTOQf-Z5umjL2zAOYWEv-MsSxErh14hYnHE85u-tEwtgKcAQ,RbVwrbknmah-Ot0PILkt_SSY6Tf3JROlEMpYTNtY_8KMWi-Bkih71QlKRNBfIVVbXDtLLjqruiEKiA,hJRI13bmxQFlhXZjM2tDf5WadDu4ve3iulYeg0UJu3Q1z0tnmx5F0tmpRJxoqtLGeJlMhS4I0u2OKg,PzokzlIpFlJy5I6TchnlX0S_pk2QKNooKpI5s3CABEdl6waRCKL7q25vZFlUseaQh87OvNIfaXbQ5w
EUW1_7351036223,CLASSIC,27m 10s,True,Darius,6,6,1,mDGicWPKxts1dNDcDTLpIEVl8oC1j4xdBBFb2GQUAZzNs0KzdTRCGLZiyyAf-s-AJ9pdUibGkYn8RQ,1JjG5LOq_n3DyVGYpIUCclS67IU6mgVVDphSSqhlaWi7CSsYdHowaNvYWyQKbgZtL8OTq9lo_anMqw,lDvWedfiXrf_CLQuKtzzvAmv5Yyw0JBSWnkCO-OeOebwxyAaM1aNPVUaQkeGmprPZdbcKYjfeVHSvA,_mJM4AxxLejv_1FipK7YWA5kZ_1bIQSkqda77kD2blupb166UIKfTYyJ_dPD2gZ-_ODq_9mMeEiBFg,UrUY9c0Bd3u7V54IfhoulnzuQn0Ifq5Rylpx5224AXzWk1eYOy-1TTpLEyKWCMlQ1u-Bq8hSjRKNYQ,llEEAjSW_Himw0Xd3-vDm2yGh5No6dxWmEWWds2rNCO46I1Qc6PN7CJlvcfBSehLvlG5S4aMQCKbqw,xn8__ueNHiQuZMVWFplF-JfTQvhUzNY9c2AEJd-9EtRqHW0Pg7lhhJQeMRwiP2vJO-0xOjv6rSV7ww,6JeeK2ROGoKKMSWYhnPFvHeyRNBA-eKdwd0VK5hAMImEo0rlhRl6DhsaqN_bavNeUwgGnW4B37NIDw,Ro3wy7hPvkej8VAfvWBTNwBnQS3mlA7y20_COlHhhkrigtYhAdxR5JlmDENuWJz64H2QrQXRr6AcMA,Q0Js_Btuk5Y6UHSFR4EuUfuBwbNuSCFityh2UUyMlOnbjAw7o1L0NBkkq18I7tFFn3C7vfrYjUg6YQ
EUW1_7351026328,CLASSIC,1m 48s,True,Mordekaiser,0,0,0,3o1QeThUlgBhLBgT7Xc9_KGmB2XoWRnGGs9wikGKm86kHLiXoLs__54LGEJaC9KWHZLWhLY-ilw_Gw,y6KFWSP1QmlrSSNPUeLFK5sZbAjezYrIUEPJy0t0jn-fFsEa8SKWdTYI_hLippDz74t0r_BvvepG2w,CV9aAj96ucAXBP4PET_s5VZHmutpzRu1lEhUlVAiN6HBG8MBh_Uu7lPHY0QIv7ZBICOFFOVSSueIPw,028AWUF4nIXtlH3nrOxVSnPI9FZ6jG1AmDS19R6A_4eu_HomhV5V0mUUcq_ZFW5G2dISlTdqQUuq9w,GCvtY0wCAHsTVzbeTmgcZ0Ai7dqF2qG45QVVfUPDQYpLZinCYCHWQCZ3-IXaf6faf1Md6yUvMo-tXA,mDGicWPKxts1dNDcDTLpIEVl8oC1j4xdBBFb2GQUAZzNs0KzdTRCGLZiyyAf-s-AJ9pdUibGkYn8RQ,ecNvF1fvUKGGiUysYy_KG4WmEfD8CLiW0KtLmBrJtMTLmEyFFZK33c8QRDuTgwSBUGgaRVNe5Qxa9w,qAxEpW0Z70hTkJdlav_6Ru-5nrOwGr4XvO5tC3W9oSbVqRsUVljxVvOGXn4iaHYb8wFjIaIrSRBKGA,bUC3dqRXyMHjUpfKL7SQYpsc9sMUpzjDP1DGBnQvsCeITQe7YhMKEKGR286UhF8TuldS1mQzZfRQdw,5pFG78bnYfZ8y3wdOeyeA4l22RcrbK1TCcNs3D-A0crvflX9QtzqeIolXMg-OQsrss6HnkWq6ishkA
EUW1_7350137833,CLASSIC,33m 23s,True,Pyke,6,9,8,54QJBn4S8g2bkHi26yqiqcYP-oSvEJtLIlhtXFMAlqX85ox_mzJeNecfpavWaj-aCFIuiNPt0vRU3Q,883Qc6v75qOYObeEEM8We8g1-YP3jUwVgjZpUdZMMsuEWfKO48NHjUT2Cc1DnmPNdw5DhH-Ty1OUgg,C_VZcoaABeoEpYXDPW-XWWnp_YDc0HpDT18tr_K44o5pUmt3s7viHUmRIBgA-bdCea_lv8u5qhUozw,FxsNrf3HyDpjsKbcpf-ir6TLJMLJEED3x9QvcoslIXTl9kdTXyAEHMhtauQAamex7FDPe0NmRRs7mA,mDGicWPKxts1dNDcDTLpIEVl8oC1j4xdBBFb2GQUAZzNs0KzdTRCGLZiyyAf-s-AJ9pdUibGkYn8RQ,vxtkILOjkmPohFstYesYnztQ05Ylufd25zMRPpxOmwA4Q45BaP1HEUr9TD3JcA0yraqtUuYXWEewnw,3_YxBXHj1O4egjm0bHerxpBO9JGRVezMi2m8QDPbdAvCLpgQC24C3eNNQ3JBIqXcDnfTLuz1IdRBEQ,Cb6OiDaby8njoYTnPvwZDrpS49wJlIiyh7V-VBwa9MozWuY2vvxvne5nYZlVFERqbui0nR1SaIR3PA,duoahvf6Dw97uY2InR6qju4je94-WGQ-Bk95alDW9wzDK-DG1A3l8YZQof_KrV-sE7PrqU140mASXA,G_cv2UEjlCuSdypkkRlzQFBFT2U-eRaaA-_2yF0al1dGlDlfP86EDWUuhzfhPj4DLg9OrDrIZn_SvA
